tick_us,arm_id,x_mm,y_mm,z_mm,qw,qx,qy,qz,linear_vel_mmps,force_clamp_N,tool,command_state,phase_id,meta_seed,meta_iteration_id
8500000,ARM_4,128.511,167.29,107.745,0.8323,0.5543,0.0,0.0,600.0,1.067,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
8600000,ARM_4,128.096,167.464,107.798,0.8309,0.5564,0.0,0.0,600.0,1.057,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
8700000,ARM_4,127.722,167.563,107.929,0.8295,0.5584,0.0,0.0,600.0,1.046,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
8800000,ARM_4,127.144,167.788,108.041,0.8281,0.5605,0.0,0.0,600.0,1.035,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
8900000,ARM_4,126.642,168.009,108.21,0.8267,0.5626,0.0,0.0,600.0,1.024,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9000000,ARM_4,126.288,168.311,108.107,0.8253,0.5646,0.0,0.0,600.0,1.013,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9100000,ARM_4,125.761,168.24,108.311,0.8239,0.5667,0.0,0.0,600.0,1.002,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9200000,ARM_4,125.236,168.508,108.473,0.8225,0.5688,0.0,0.0,600.0,0.991,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9300000,ARM_4,124.785,168.702,108.575,0.8211,0.5708,0.0,0.0,600.0,0.98,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9400000,ARM_4,124.376,168.877,108.686,0.8196,0.5729,0.0,0.0,600.0,0.968,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9500000,ARM_4,123.889,169.016,108.825,0.8182,0.5749,0.0,0.0,600.0,0.957,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9600000,ARM_4,123.375,169.296,108.857,0.8168,0.577,0.0,0.0,600.0,0.945,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9700000,ARM_4,122.924,169.388,108.995,0.8153,0.579,0.0,0.0,600.0,0.933,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9800000,ARM_4,122.476,169.56,109.01,0.8139,0.581,0.0,0.0,600.0,0.922,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
9900000,ARM_4,121.939,169.66,109.211,0.8124,0.5831,0.0,0.0,600.0,0.91,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10000000,ARM_4,121.5,169.941,109.305,0.811,0.5851,0.0,0.0,600.0,0.898,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10100000,ARM_4,121.128,170.058,109.322,0.8095,0.5871,0.0,0.0,600.0,0.886,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10200000,ARM_4,120.646,170.291,109.474,0.808,0.5891,0.0,0.0,600.0,0.873,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10300000,ARM_4,120.089,170.304,109.589,0.8066,0.5912,0.0,0.0,600.0,0.861,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10400000,ARM_4,119.582,170.492,109.571,0.8051,0.5932,0.0,0.0,600.0,0.849,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10500000,ARM_4,119.089,170.706,109.753,0.8036,0.5952,0.0,0.0,600.0,0.837,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10600000,ARM_4,118.674,170.801,109.816,0.8021,0.5972,0.0,0.0,600.0,0.824,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10700000,ARM_4,118.154,170.803,109.97,0.8006,0.5992,0.0,0.0,600.0,0.811,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10800000,ARM_4,117.768,171.09,110.167,0.7991,0.6012,0.0,0.0,600.0,0.799,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
10900000,ARM_4,117.246,171.216,110.026,0.7976,0.6032,0.0,0.0,600.0,0.786,IMG_5ALA_MRI,EMIT,2,20260510,run_00001
