tick_us,arm_id,x_mm,y_mm,z_mm,qw,qx,qy,qz,linear_vel_mmps,force_clamp_N,tool,command_state,phase_id,meta_seed,meta_iteration_id
10000000,ARM_1,87.727,47.923,92.366,0.9689,0.2474,0.0,0.0,800.0,1.262,HYBRID_USP,EMIT,2,20260510,run_00001
10100000,ARM_1,87.581,48.441,92.551,0.9683,0.2498,0.0,0.0,800.0,1.27,HYBRID_USP,EMIT,2,20260510,run_00001
10200000,ARM_1,87.313,48.838,92.657,0.9677,0.2522,0.0,0.0,800.0,1.278,HYBRID_USP,EMIT,2,20260510,run_00001
10300000,ARM_1,86.986,49.325,92.703,0.967,0.2547,0.0,0.0,800.0,1.286,HYBRID_USP,EMIT,2,20260510,run_00001
10400000,ARM_1,86.837,49.576,92.913,0.9664,0.2571,0.0,0.0,800.0,1.294,HYBRID_USP,EMIT,2,20260510,run_00001
10500000,ARM_1,86.498,50.112,93.031,0.9657,0.2595,0.0,0.0,800.0,1.301,HYBRID_USP,EMIT,2,20260510,run_00001
10600000,ARM_1,86.287,50.504,93.115,0.9651,0.2619,0.0,0.0,800.0,1.309,HYBRID_USP,EMIT,2,20260510,run_00001
10700000,ARM_1,86.016,50.978,93.211,0.9644,0.2643,0.0,0.0,800.0,1.316,HYBRID_USP,EMIT,2,20260510,run_00001
10800000,ARM_1,85.784,51.358,93.269,0.9638,0.2667,0.0,0.0,800.0,1.323,HYBRID_USP,EMIT,2,20260510,run_00001
10900000,ARM_1,85.526,51.866,93.443,0.9631,0.2691,0.0,0.0,800.0,1.33,HYBRID_USP,EMIT,2,20260510,run_00001
