tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
45000000,ARM_1,MIXED,20260510,run_00001,0.39,-0.49,0.23,0.2,-0.49,0.4,-0.02,-0.19,-0.06,0.27,-0.27,0.08,0.18,-0.3,0.08,-0.35,0.37,-0.11,-0.23,0.4,-0.27,-62.8,77.9,125.1,0.431,0.902,0.0,0.0,-0.97,-0.17,-0.27,0.037,-0.03,0.031,-0.01,0.06,0.01,36.3,0.0,0.0,0.0,0,0,0,0,TUMOR_MARGIN,ACTIVE,1,1
45000000,ARM_2,MIXED,20260510,run_00001,0.3,-0.48,0.47,-0.27,-0.03,0.32,-0.49,-0.24,0.08,0.1,-0.25,0.3,-0.23,0.07,-0.02,-0.22,0.38,-0.38,0.24,0.0,-0.24,-50.1,85.0,127.4,0.315,0.949,0.0,0.0,-0.67,0.16,-0.47,0.031,-0.038,0.033,-0.07,-0.02,-0.05,36.4,30.0,0.0,0.0,0,0,0,0,ELOQUENT,ACTIVE,1,1
45000000,ARM_3,MIXED,20260510,run_00001,0.19,-0.35,0.46,-0.5,0.46,-0.36,0.2,-0.28,0.21,-0.12,0.0,0.11,-0.21,0.28,-0.12,-0.03,0.18,-0.3,0.38,-0.4,0.36,-32.4,88.1,129.0,0.195,0.981,0.0,0.0,-0.71,0.56,-0.99,0.019,-0.046,0.037,-0.04,-0.04,-0.14,36.4,30.0,25.0,0.0,0,0,0,0,ELOQUENT,ACTIVE,1,1
45000000,ARM_4,MIXED,20260510,run_00001,0.07,-0.14,0.21,-0.27,0.32,-0.37,0.42,-0.3,0.29,-0.27,0.25,-0.23,0.2,-0.16,-0.21,0.16,-0.11,0.05,0.0,-0.06,0.11,-9.0,89.0,130.0,0.071,0.997,0.0,0.0,-0.19,0.54,-0.82,0.008,-0.05,0.038,0.04,-0.05,0.03,36.4,0.0,0.0,0.0,0,1,1,0,ELOQUENT,ACTIVE,1,1
50000000,ARM_1,MIXED,20260510,run_00001,0.3,-0.48,0.47,-0.27,-0.03,0.33,-0.49,-0.24,0.09,0.1,-0.25,0.3,-0.23,0.07,-0.02,-0.22,0.38,-0.38,0.24,0.0,-0.24,-80.1,59.8,127.4,0.315,0.949,0.0,0.0,-0.95,0.22,-0.68,0.031,-0.04,0.034,0.05,-0.0,0.02,36.4,0.0,0.0,0.0,0,0,0,0,TUMOR_MARGIN,ACTIVE,1,1
50000000,ARM_2,MIXED,20260510,run_00001,0.19,-0.35,0.46,-0.5,0.46,-0.36,0.19,-0.28,0.21,-0.12,-0.0,0.11,-0.21,0.27,-0.12,-0.03,0.18,-0.3,0.38,-0.4,0.36,-62.4,63.2,129.1,0.195,0.981,0.0,0.0,-0.5,0.4,-0.7,0.02,-0.045,0.037,0.08,-0.06,-0.08,36.4,30.0,0.0,0.0,0,0,0,0,ELOQUENT,ACTIVE,1,1
50000000,ARM_3,MIXED,20260510,run_00001,0.07,-0.14,0.21,-0.27,0.32,-0.37,0.42,-0.3,0.29,-0.27,0.25,-0.23,0.2,-0.17,-0.21,0.16,-0.11,0.05,0.0,-0.06,0.12,-39.1,64.1,130.0,0.071,0.997,0.0,0.0,-0.27,0.77,-1.17,0.008,-0.049,0.037,0.01,0.01,-0.04,36.4,30.0,25.0,0.0,0,0,0,0,ELOQUENT,ACTIVE,1,1
50000000,ARM_4,MIXED,20260510,run_00001,-0.05,0.11,-0.16,0.21,-0.26,0.3,-0.34,-0.3,0.29,-0.28,0.27,-0.26,0.24,-0.22,-0.29,0.32,-0.34,0.36,-0.38,0.39,-0.4,-9.4,64.2,129.8,-0.054,0.999,0.0,0.0,0.15,0.55,-0.83,-0.004,-0.049,0.041,-0.02,-0.03,0.04,36.4,0.0,0.0,0.0,0,1,1,0,ELOQUENT,ACTIVE,1,1
55000000,ARM_1,MIXED,20260510,run_00001,0.19,-0.35,0.46,-0.5,0.46,-0.36,0.19,-0.28,0.21,-0.12,0.0,0.11,-0.21,0.28,-0.12,-0.03,0.18,-0.3,0.38,-0.4,0.36,-92.4,38.1,129.1,0.195,0.981,0.0,0.0,-0.7,0.57,-0.99,0.02,-0.046,0.037,-0.03,0.0,-0.07,36.4,0.0,0.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
55000000,ARM_2,MIXED,20260510,run_00001,0.07,-0.14,0.21,-0.27,0.33,-0.38,0.42,-0.3,0.29,-0.27,0.25,-0.23,0.2,-0.16,-0.21,0.16,-0.11,0.05,0.0,-0.06,0.12,-69.0,39.1,129.9,0.071,0.997,0.0,0.0,-0.2,0.53,-0.82,0.009,-0.05,0.039,-0.03,-0.06,0.01,36.4,30.0,0.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
55000000,ARM_3,MIXED,20260510,run_00001,-0.05,0.11,-0.16,0.21,-0.26,0.3,-0.34,-0.3,0.29,-0.28,0.27,-0.26,0.24,-0.22,-0.29,0.32,-0.34,0.36,-0.38,0.39,-0.4,-39.4,39.2,129.9,-0.054,0.999,0.0,0.0,0.22,0.78,-1.18,-0.005,-0.049,0.041,-0.0,0.01,-0.01,36.5,30.0,25.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
55000000,ARM_4,MIXED,20260510,run_00001,-0.18,0.33,-0.44,0.5,-0.49,0.42,-0.3,-0.28,0.23,-0.14,0.04,0.07,-0.16,0.24,-0.35,0.4,-0.39,0.34,-0.24,0.11,0.03,-3.7,39.9,129.2,-0.178,0.984,0.0,0.0,0.46,0.43,-0.72,-0.016,-0.047,0.045,0.01,0.01,0.01,36.5,0.0,0.0,0.0,0,1,1,0,OUTER,COMPLETE,1,1
57500000,ARM_1,MIXED,20260510,run_00001,0.13,-0.25,0.36,-0.44,0.49,-0.5,0.48,-0.29,0.26,-0.21,0.14,-0.07,-0.01,0.09,-0.17,0.07,0.04,-0.14,0.24,-0.31,0.37,-96.5,26.3,129.5,0.133,0.991,0.0,0.0,-0.5,0.69,-1.11,0.013,-0.047,0.039,0.03,0.06,0.04,36.5,0.0,0.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
57500000,ARM_2,MIXED,20260510,run_00001,0.01,-0.02,0.02,-0.03,0.04,-0.05,0.06,-0.3,0.3,-0.3,0.3,-0.3,0.3,-0.3,-0.25,0.25,-0.24,0.24,-0.23,0.23,-0.22,-70.1,26.6,130.1,0.008,1.0,0.0,0.0,-0.02,0.55,-0.84,0.002,-0.05,0.041,-0.04,0.0,0.06,36.4,30.0,0.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
57500000,ARM_3,MIXED,20260510,run_00001,-0.12,0.23,-0.32,0.4,-0.46,0.49,-0.5,-0.29,0.27,-0.23,0.18,-0.12,0.05,0.02,-0.32,0.37,-0.39,0.4,-0.39,0.35,-0.29,-37.3,26.9,129.7,-0.116,0.993,0.0,0.0,0.45,0.71,-1.13,-0.012,-0.05,0.044,-0.07,0.04,0.03,36.6,30.0,25.0,0.0,0,0,0,0,OUTER,COMPLETE,1,1
57500000,ARM_4,MIXED,20260510,run_00001,-0.23,0.41,-0.5,0.47,-0.33,0.12,0.12,-0.26,0.17,-0.04,-0.11,0.23,-0.29,0.29,-0.37,0.4,-0.34,0.19,-0.01,-0.18,0.32,1.4,28.6,128.6,-0.239,0.971,0.0,0.0,0.58,0.32,-0.63,-0.023,-0.043,0.045,0.03,0.01,0.0,36.5,0.0,0.0,0.0,0,1,1,0,OUTER,COMPLETE,1,1
