tick_us,arm_id,x_mm,y_mm,z_mm,qw,qx,qy,qz,linear_vel_mmps,force_clamp_N,tool,command_state,phase_id,meta_seed,meta_iteration_id
7100000,ARM_3,125.611,125.488,100.785,0.91,0.4146,0.0,0.0,600.0,1.485,SUCTION_COL,EMIT,2,20260510,run_00001
7200000,ARM_3,125.269,125.813,100.931,0.909,0.4169,0.0,0.0,600.0,1.483,SUCTION_COL,EMIT,2,20260510,run_00001
7300000,ARM_3,124.854,126.225,100.924,0.9079,0.4191,0.0,0.0,600.0,1.481,SUCTION_COL,EMIT,2,20260510,run_00001
7400000,ARM_3,124.467,126.493,101.147,0.9069,0.4214,0.0,0.0,600.0,1.479,SUCTION_COL,EMIT,2,20260510,run_00001
7500000,ARM_3,124.153,126.874,101.144,0.9058,0.4237,0.0,0.0,600.0,1.476,SUCTION_COL,EMIT,2,20260510,run_00001
7600000,ARM_3,123.647,127.057,101.248,0.9048,0.4259,0.0,0.0,600.0,1.473,SUCTION_COL,EMIT,2,20260510,run_00001
7700000,ARM_3,123.367,127.431,101.454,0.9037,0.4282,0.0,0.0,600.0,1.47,SUCTION_COL,EMIT,2,20260510,run_00001
7800000,ARM_3,122.922,127.785,101.517,0.9026,0.4305,0.0,0.0,600.0,1.467,SUCTION_COL,EMIT,2,20260510,run_00001
7900000,ARM_3,122.488,128.042,101.664,0.9015,0.4327,0.0,0.0,600.0,1.464,SUCTION_COL,EMIT,2,20260510,run_00001
8000000,ARM_3,122.201,128.442,101.644,0.9004,0.435,0.0,0.0,600.0,1.461,SUCTION_COL,EMIT,2,20260510,run_00001
8100000,ARM_3,121.786,128.571,101.939,0.8994,0.4372,0.0,0.0,600.0,1.457,SUCTION_COL,EMIT,2,20260510,run_00001
8200000,ARM_3,121.375,128.994,102.075,0.8983,0.4395,0.0,0.0,600.0,1.454,SUCTION_COL,EMIT,2,20260510,run_00001
8300000,ARM_3,120.907,129.237,102.021,0.8972,0.4417,0.0,0.0,600.0,1.45,SUCTION_COL,EMIT,2,20260510,run_00001
8400000,ARM_3,120.592,129.604,102.187,0.8961,0.4439,0.0,0.0,600.0,1.446,SUCTION_COL,EMIT,2,20260510,run_00001
8500000,ARM_3,120.214,129.832,102.347,0.8949,0.4462,0.0,0.0,600.0,1.442,SUCTION_COL,EMIT,2,20260510,run_00001
8600000,ARM_3,119.762,130.185,102.471,0.8938,0.4484,0.0,0.0,600.0,1.438,SUCTION_COL,EMIT,2,20260510,run_00001
8700000,ARM_3,119.406,130.54,102.47,0.8927,0.4507,0.0,0.0,600.0,1.433,SUCTION_COL,EMIT,2,20260510,run_00001
8800000,ARM_3,118.894,130.77,102.674,0.8916,0.4529,0.0,0.0,600.0,1.429,SUCTION_COL,EMIT,2,20260510,run_00001
8900000,ARM_3,118.594,131.049,102.788,0.8904,0.4551,0.0,0.0,600.0,1.424,SUCTION_COL,EMIT,2,20260510,run_00001
9000000,ARM_3,118.164,131.308,102.833,0.8893,0.4573,0.0,0.0,600.0,1.419,SUCTION_COL,EMIT,2,20260510,run_00001
9100000,ARM_3,117.763,131.586,103.014,0.8881,0.4596,0.0,0.0,600.0,1.415,SUCTION_COL,EMIT,2,20260510,run_00001
9200000,ARM_3,117.405,131.875,103.124,0.887,0.4618,0.0,0.0,600.0,1.409,SUCTION_COL,EMIT,2,20260510,run_00001
9300000,ARM_3,116.943,132.222,103.143,0.8858,0.464,0.0,0.0,600.0,1.404,SUCTION_COL,EMIT,2,20260510,run_00001
9400000,ARM_3,116.536,132.47,103.253,0.8847,0.4662,0.0,0.0,600.0,1.399,SUCTION_COL,EMIT,2,20260510,run_00001
9500000,ARM_3,116.183,132.807,103.436,0.8835,0.4684,0.0,0.0,600.0,1.393,SUCTION_COL,EMIT,2,20260510,run_00001
9600000,ARM_3,115.706,133.055,103.515,0.8823,0.4706,0.0,0.0,600.0,1.388,SUCTION_COL,EMIT,2,20260510,run_00001
9700000,ARM_3,115.23,133.344,103.746,0.8812,0.4728,0.0,0.0,600.0,1.382,SUCTION_COL,EMIT,2,20260510,run_00001
9800000,ARM_3,114.835,133.576,103.723,0.88,0.475,0.0,0.0,600.0,1.376,SUCTION_COL,EMIT,2,20260510,run_00001
9900000,ARM_3,114.388,133.887,103.846,0.8788,0.4772,0.0,0.0,600.0,1.37,SUCTION_COL,EMIT,2,20260510,run_00001
10000000,ARM_3,114.085,134.052,104.033,0.8776,0.4794,0.0,0.0,600.0,1.364,SUCTION_COL,EMIT,2,20260510,run_00001
10100000,ARM_3,113.531,134.401,104.101,0.8764,0.4816,0.0,0.0,600.0,1.358,SUCTION_COL,EMIT,2,20260510,run_00001
10200000,ARM_3,113.082,134.776,104.236,0.8752,0.4838,0.0,0.0,600.0,1.351,SUCTION_COL,EMIT,2,20260510,run_00001
10300000,ARM_3,112.68,134.849,104.293,0.874,0.486,0.0,0.0,600.0,1.345,SUCTION_COL,EMIT,2,20260510,run_00001
10400000,ARM_3,112.353,135.152,104.468,0.8727,0.4882,0.0,0.0,600.0,1.338,SUCTION_COL,EMIT,2,20260510,run_00001
10500000,ARM_3,111.919,135.412,104.51,0.8715,0.4904,0.0,0.0,600.0,1.331,SUCTION_COL,EMIT,2,20260510,run_00001
10600000,ARM_3,111.469,135.716,104.669,0.8703,0.4925,0.0,0.0,600.0,1.324,SUCTION_COL,EMIT,2,20260510,run_00001
10700000,ARM_3,110.923,135.924,104.805,0.8691,0.4947,0.0,0.0,600.0,1.317,SUCTION_COL,EMIT,2,20260510,run_00001
10800000,ARM_3,110.649,136.149,104.889,0.8678,0.4969,0.0,0.0,600.0,1.31,SUCTION_COL,EMIT,2,20260510,run_00001
10900000,ARM_3,110.229,136.474,104.963,0.8666,0.499,0.0,0.0,600.0,1.302,SUCTION_COL,EMIT,2,20260510,run_00001
