tick_us,arm_id,x_mm,y_mm,z_mm,qw,qx,qy,qz,linear_vel_mmps,force_clamp_N,tool,command_state,phase_id,meta_seed,meta_iteration_id
6300000,ARM_2,114.434,78.499,93.923,0.9604,0.2788,0.0,0.0,600.0,1.357,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6400000,ARM_2,114.129,78.985,94.103,0.9597,0.2812,0.0,0.0,600.0,1.363,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6500000,ARM_2,113.915,79.362,94.212,0.959,0.2836,0.0,0.0,600.0,1.369,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6600000,ARM_2,113.672,79.873,94.358,0.9582,0.286,0.0,0.0,600.0,1.375,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6700000,ARM_2,113.41,80.235,94.422,0.9575,0.2883,0.0,0.0,600.0,1.381,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6800000,ARM_2,113.062,80.636,94.471,0.9568,0.2907,0.0,0.0,600.0,1.387,BIPOLAR_IRR,EMIT,2,20260510,run_00001
6900000,ARM_2,112.8,81.112,94.624,0.9561,0.2931,0.0,0.0,600.0,1.393,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7000000,ARM_2,112.59,81.477,94.692,0.9553,0.2955,0.0,0.0,600.0,1.398,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7100000,ARM_2,112.373,82.018,94.875,0.9546,0.2979,0.0,0.0,600.0,1.403,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7200000,ARM_2,112.007,82.237,94.962,0.9538,0.3003,0.0,0.0,600.0,1.409,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7300000,ARM_2,111.718,82.703,95.133,0.9531,0.3027,0.0,0.0,600.0,1.414,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7400000,ARM_2,111.378,83.16,95.325,0.9523,0.3051,0.0,0.0,600.0,1.419,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7500000,ARM_2,111.185,83.504,95.338,0.9516,0.3074,0.0,0.0,600.0,1.423,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7600000,ARM_2,110.808,83.893,95.409,0.9508,0.3098,0.0,0.0,600.0,1.428,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7700000,ARM_2,110.452,84.397,95.607,0.95,0.3122,0.0,0.0,600.0,1.433,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7800000,ARM_2,110.144,84.712,95.773,0.9492,0.3146,0.0,0.0,600.0,1.437,BIPOLAR_IRR,EMIT,2,20260510,run_00001
7900000,ARM_2,109.94,85.152,95.91,0.9484,0.3169,0.0,0.0,600.0,1.441,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8000000,ARM_2,109.648,85.589,95.951,0.9477,0.3193,0.0,0.0,600.0,1.445,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8100000,ARM_2,109.297,85.963,96.118,0.9468,0.3217,0.0,0.0,600.0,1.449,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8200000,ARM_2,109.013,86.232,96.159,0.946,0.324,0.0,0.0,600.0,1.453,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8300000,ARM_2,108.586,86.758,96.379,0.9452,0.3264,0.0,0.0,600.0,1.457,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8400000,ARM_2,108.368,87.071,96.448,0.9444,0.3288,0.0,0.0,600.0,1.46,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8500000,ARM_2,108.101,87.401,96.504,0.9436,0.3311,0.0,0.0,600.0,1.464,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8600000,ARM_2,107.81,87.865,96.663,0.9428,0.3335,0.0,0.0,600.0,1.467,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8700000,ARM_2,107.415,88.275,96.758,0.9419,0.3358,0.0,0.0,600.0,1.47,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8800000,ARM_2,107.038,88.65,96.908,0.9411,0.3382,0.0,0.0,600.0,1.473,BIPOLAR_IRR,EMIT,2,20260510,run_00001
8900000,ARM_2,106.828,89.098,97.02,0.9402,0.3405,0.0,0.0,600.0,1.476,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9000000,ARM_2,106.56,89.413,97.131,0.9394,0.3429,0.0,0.0,600.0,1.478,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9100000,ARM_2,106.173,89.73,97.266,0.9385,0.3452,0.0,0.0,600.0,1.481,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9200000,ARM_2,105.895,90.222,97.435,0.9376,0.3476,0.0,0.0,600.0,1.483,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9300000,ARM_2,105.535,90.557,97.428,0.9368,0.3499,0.0,0.0,600.0,1.485,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9400000,ARM_2,105.186,90.947,97.613,0.9359,0.3523,0.0,0.0,600.0,1.487,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9500000,ARM_2,104.83,91.358,97.759,0.935,0.3546,0.0,0.0,600.0,1.489,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9600000,ARM_2,104.535,91.69,97.823,0.9341,0.3569,0.0,0.0,600.0,1.491,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9700000,ARM_2,104.225,92.091,97.958,0.9332,0.3593,0.0,0.0,600.0,1.492,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9800000,ARM_2,103.782,92.4,98.221,0.9323,0.3616,0.0,0.0,600.0,1.494,BIPOLAR_IRR,EMIT,2,20260510,run_00001
9900000,ARM_2,103.56,92.895,98.28,0.9314,0.3639,0.0,0.0,600.0,1.495,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10000000,ARM_2,103.144,93.091,98.378,0.9305,0.3663,0.0,0.0,600.0,1.496,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10100000,ARM_2,102.865,93.499,98.376,0.9296,0.3686,0.0,0.0,600.0,1.497,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10200000,ARM_2,102.598,93.949,98.497,0.9287,0.3709,0.0,0.0,600.0,1.498,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10300000,ARM_2,102.177,94.193,98.598,0.9277,0.3732,0.0,0.0,600.0,1.499,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10400000,ARM_2,101.79,94.586,98.752,0.9268,0.3756,0.0,0.0,600.0,1.499,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10500000,ARM_2,101.467,94.956,98.997,0.9259,0.3779,0.0,0.0,600.0,1.5,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10600000,ARM_2,101.138,95.272,99.021,0.9249,0.3802,0.0,0.0,600.0,1.5,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10700000,ARM_2,100.729,95.729,99.004,0.924,0.3825,0.0,0.0,600.0,1.5,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10800000,ARM_2,100.372,96.019,99.278,0.923,0.3848,0.0,0.0,600.0,1.5,BIPOLAR_IRR,EMIT,2,20260510,run_00001
10900000,ARM_2,100.054,96.449,99.385,0.922,0.3871,0.0,0.0,600.0,1.5,BIPOLAR_IRR,EMIT,2,20260510,run_00001
